route_id,trip_id,trip_headsign,direction_id,shape_id,route_short_name,route_long_name,route_type,route_color,route_desc
100272,77084748,Seacrest Marina,0.0,11773004,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084749,Seacrest Marina,0.0,11773004,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084750,Seacrest Marina,0.0,11773004,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084751,Alaska Junction,1.0,20773002,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084752,Alaska Junction,1.0,20773002,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084753,Alaska Junction,1.0,20773002,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084754,Alaska Junction,1.0,20773002,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084755,Alaska Junction,1.0,20773002,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084756,Alaska Junction,1.0,20773002,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084757,Alaska Junction,1.0,20773002,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084780,Seacrest Marina,0.0,11773004,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084781,Alaska Junction,1.0,20773002,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100336,770847829,Downtown Seattle Water Taxi,1.0,40973001,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
100272,77084783,Alaska Junction,1.0,20773002,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084784,Alaska Junction,1.0,20773002,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100336,770847879,West Seattle Water Taxi,0.0,31973002,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
100336,770847889,Downtown Seattle Water Taxi,1.0,40973001,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
